Brand,Model,Year,Category,Displacement (CC),Power (HP),Torque (Nm),Engine Cylinder,Engine Stroke,Gearbox,Dry Weight (kg),Wheelbase (mm),Seat Height (mm),Estimated MSRP (USD)
Italika,XT110,2020,Sport,107,6.5,6.5,Single cylinder, four-stroke,,87,,775,5200
Kawasaki,1400 GTR,2017,Sport touring,1352,155,136,In-line four, four-stroke,6-speed,,1520,815,14200
Kawasaki,1400GTR Grand Tourer,2014,Sport touring,1352,152,136,In-line four, four-stroke,6-speed,303,1520,815,10400
Kawasaki,250TR,2014,Enduro / offroad,249,25.5,19,Single cylinder, four-stroke,5-speed,146,1650,775,2900
Kawasaki,Athlete Pro,2017,Allround,125,9.8,9.2,Single cylinder, four-stroke,,104,1240,,3000
Kawasaki,D-Tracker,2017,Super motard,144,12,11.3,Single cylinder, four-stroke,5-speed,120,1255,840,3400
Kawasaki,ER-4N,2014,Naked bike,399,42.9,37,Twin, four-stroke,6-speed,,1410,790,4200
Kawasaki,ER-6F,2017,Naked bike,649,72,64,Twin, four-stroke,6-speed,,1410,805,6600
Kawasaki,ER-6N,2017,Naked bike,649,72,64,Twin, four-stroke,6-speed,,1410,805,6600
Kawasaki,ER-6NL (LAMS) ABS,2015,Naked bike,649,52.3,56,Twin, four-stroke,6-speed,,1410,805,5600
Kawasaki,ER-6NL ABS,2015,Naked bike,649,52.3,56,Twin, four-stroke,6-speed,,1410,805,5200
Kawasaki,Estrella,2017,Allround,249,18,18,Single cylinder, four-stroke,5-speed,,1410,735,3900
Kawasaki,KLR 650,2022,Super motard,651,,53,Single cylinder, four-stroke,5-speed,,1480,871,9700
Kawasaki,KLX 110L,2020,Enduro / offroad,112,,,Single cylinder, four-stroke,4-speed,,1075,730,3100
Kawasaki,KLX 110R,2022,Enduro / offroad,112,,,Single cylinder, four-stroke,4-speed,,1075,726,3400
Kawasaki,KLX 140,2020,Enduro / offroad,144,,,Single cylinder, four-stroke,5-speed,,1260,780,3300
Kawasaki,KLX 140G,2019,Enduro / offroad,144,,,Single cylinder, four-stroke,5-speed,,1331,861,3200
Kawasaki,KLX 140L,2020,Enduro / offroad,144,,,Single cylinder, four-stroke,5-speed,,1285,800,3500
Kawasaki,KLX 140R,2022,Enduro / offroad,144,,,Single cylinder, four-stroke,5-speed,,1260,780,3900
Kawasaki,KLX 150,2018,Super motard,144,10.3,10,Single cylinder, four-stroke,5-speed,,1285,830,3200
Kawasaki,KLX 150L,2016,Enduro / offroad,144,12,11.3,Single cylinder, four-stroke,5-speed,,1340,875,2700
Kawasaki,KLX 230R,2021,Enduro / offroad,233,,,Single cylinder, four-stroke,6-speed,,1379,884,4500
Kawasaki,KLX 230S,2022,Enduro / offroad,233,,,Single cylinder, four-stroke,6-speed,,1379,831,4400
Kawasaki,KLX 250S,2021,Super motard,249,,,Single cylinder, four-stroke,6-speed,,1430,890,5400
Kawasaki,KLX110,2020,Enduro / offroad,112,7.3,8,Single cylinder, four-stroke,4-speed,,1074,680,3300
Kawasaki,KLX125,2017,Super motard,125,10.3,10,Single cylinder, four-stroke,5-speed,,1285,830,3200
Kawasaki,KLX150BF,2020,Enduro / offroad,144,,,Single cylinder, four-stroke,,,1340,870,3100
Kawasaki,KLX230,2022,Enduro / offroad,233,,,Single cylinder, four-stroke,6-speed,,1379,884,4200
Kawasaki,KLX250,2021,Super motard,249,,20.6,Single cylinder, four-stroke,6-speed,,1430,890,5000
Kawasaki,KLX250SF,2013,Super motard,249,,,Single cylinder, four-stroke,6-speed,,1430,889,3400
Kawasaki,KLX300,2022,Enduro / offroad,292,,,Single cylinder, four-stroke,6-speed,137,1440,894,4900
Kawasaki,KLX300R,2021,Enduro / offroad,292,,,Single cylinder, four-stroke,6-speed,128,1435,925,4700
Kawasaki,KLX450R,2021,Enduro / offroad,449,,,Single cylinder, four-stroke,5-speed,,1480,935,6500
Kawasaki,KSR 110,2017,Sport,110,8.6,8.6,Single cylinder, four-stroke,,94,1170,,4500
Kawasaki,KSR PRO,2017,Super motard,110,8.6,8.6,Single cylinder, four-stroke,4-speed,95,1170,,3000
Kawasaki,KX 250F,2018,Cross / motocross,249,,,Single cylinder, four-stroke,5-speed,,1476,940,3800
Kawasaki,KX 450F,2018,Cross / motocross,449,,,Single cylinder, four-stroke,5-speed,,1495,950,4900
Kawasaki,KX 450SR,2022,Cross / motocross,449,,,Single cylinder, four-stroke,5-speed,105.6,1485,955,6500
Kawasaki,KX 85-I,2019,Cross / motocross,84,,,Single cylinder, two-stroke,6-speed,,1265,830,2500
Kawasaki,KX100,2022,Cross / motocross,99,,,Single cylinder, two-stroke,6-speed,,1311,871,3600
Kawasaki,KX112,2022,Cross / motocross,112,7.2,8,Single cylinder, two-stroke,6-speed,,1311,871,3700
Kawasaki,KX250,2022,Cross / motocross,249,,,Single cylinder, four-stroke,5-speed,102.7,1486,950,4700
Kawasaki,KX250X,2022,Cross / motocross,249,,,Single cylinder, four-stroke,5-speed,104.4,1486,945,5100
Kawasaki,KX450,2022,Cross / motocross,449,,,Single cylinder, four-stroke,5-speed,105.6,1485,955,6200
Kawasaki,KX450X,2022,Cross / motocross,449,,,Single cylinder, four-stroke,5-speed,107,1485,950,6200
Kawasaki,KX65,2022,Cross / motocross,64.7,,,Single cylinder, two-stroke,6-speed,,1120,759,3400
Kawasaki,KX85,2022,Cross / motocross,84,,,Single cylinder, two-stroke,6-speed,,1265,830,3400
Kawasaki,KX85-II,2021,Cross / motocross,84,,,Single cylinder, two-stroke,6-speed,,1310,870,3000
Kawasaki,Ninja 1000,2014,Sport,1043,,,In-line four, four-stroke,6-speed,,1445,820,13200
Kawasaki,Ninja 250R,2014,Sport,249,,,Twin, four-stroke,6-speed,,1400,775,5400
Kawasaki,Ninja 1000SX,2022,Sport,1043,200,113,In-line four, four-stroke,6-speed,,1440,815,13000
Kawasaki,Ninja 125,2022,Sport,125,15,11.7,Single cylinder, four-stroke,6-speed,,1330,785,5800
Kawasaki,Ninja 250,2018,Sport,249,27.6,23.5,Single cylinder, four-stroke,6-speed,,1410,780,5900
Kawasaki,Ninja 250SL,2017,Sport,249,31,22.6,Single cylinder, four-stroke,6-speed,,1330,780,5700
Kawasaki,Ninja 300,2022,Sport,296,39,26.1,Twin, four-stroke,6-speed,,1405,785,8800
Kawasaki,Ninja 400,2022,Sport,399,,,Twin, four-stroke,6-speed,167,1369,785,5000
Kawasaki,Ninja 650,2022,Sport,649,52.3,56,Twin, four-stroke,6-speed,,1410,790,13600
Kawasaki,Ninja 650L,2021,Sport,649,50.7,59,Twin, four-stroke,6-speed,,1410,790,11500
Kawasaki,Ninja H2,2022,Sport,998,228,141,In-line four, four-stroke,6-speed,,1455,825,19600
Kawasaki,Ninja H2R,2022,Sport,998,,164,In-line four, four-stroke,6-speed,,1450,831,17600
Kawasaki,Ninja R,2015,Sport,150,30.1,21.6,Single cylinder, two-stroke,6-speed,124.5,1305,,4600
Kawasaki,Ninja RR,2015,Sport,149,28.2,20,Single cylinder, two-stroke,6-speed,134,1305,,4200
Kawasaki,Ninja SS,2015,Sport,149,30.1,21.6,Single cylinder, two-stroke,6-speed,124.5,1305,,4100
Kawasaki,Ninja Z H2,2022,Sport,998,197,137,In-line four, four-stroke,6-speed,,1455,831,17200
Kawasaki,Ninja ZX-10R,2022,Sport,998,203,114,In-line four, four-stroke,6-speed,,1450,835,18100
Kawasaki,Ninja ZX-10RR,2021,Sport,998,204,111,In-line four, four-stroke,6-speed,,1450,835,15300
Kawasaki,Ninja ZX-14R,2022,Sport,1441,,158,In-line four, four-stroke,6-speed,,1481,800,24200
Kawasaki,Ninja ZX-6R,2022,Sport,636,126,70.8,In-line four, four-stroke,6-speed,,1400,830,12500
Kawasaki,Rouser 200NS,2020,Naked bike,199.5,24.1,18.3,Single cylinder, four-stroke,6-speed,,,,4000
Kawasaki,Rouser RS200,2020,Sport,199.5,24.1,18.6,Single cylinder, four-stroke,6-speed,165,1355,,6000
Kawasaki,Stockman 250,2022,Enduro / offroad,249,20.1,20.6,Single cylinder, four-stroke,6-speed,,1375,830,4600
Kawasaki,Versys,2014,Allround,649,,44.8,Twin, four-stroke,6-speed,,1415,846,5500
Kawasaki,Versys-X 250,2017,Allround,249,,,Twin, four-stroke,6-speed,173,,,3700
Kawasaki,Versys-X 300,2022,Allround,296,,26,Twin, four-stroke,6-speed,175,1450,815,5000
Kawasaki,VN 1700 Classic,2017,Custom / cruiser,1700,74,135,V2, four-stroke,6-speed,,1665,720,12200
Kawasaki,VN 1700 Light Tourer,2016,Touring,1700,74,136,V2, four-stroke,6-speed,,1665,720,19600
Kawasaki,VN1700 Voyager,2015,Touring,1700,72.4,136,V2, four-stroke,,,1665,730,19400
Kawasaki,Vulcan 1700 Classic,2014,Custom / cruiser,1700,73.8,146,V2, four-stroke,6-speed,,1666,719,10800
Kawasaki,Vulcan 1700 Nomad,2017,Touring,1700,73,146,V2, four-stroke,6-speed,,1666,730,21100
Kawasaki,Vulcan 1700 ABS Voyager,2020,Touring,1700,73,145,V2, four-stroke,6-speed,,1664,729,25200
Kawasaki,Vulcan 1700 Vaquero,2022,Touring,1700,,145,V2, four-stroke,6-speed,,1666,729,26900
Kawasaki,Vulcan 1700 Voyager,2022,Touring,1700,73,145,V2, four-stroke,6-speed,,1664,729,26800
Kawasaki,Vulcan 900 Classic,2022,Custom / cruiser,903,49.6,78,V2, four-stroke,5-speed,,1645,680,10400
Kawasaki,Vulcan 900 Custom,2021,Custom / cruiser,903,49.6,78,V2, four-stroke,5-speed,,1645,685,10000
Kawasaki,Vulcan S,2022,Custom / cruiser,649,60.4,63,Twin, four-stroke,6-speed,,1575,705,8600
Kawasaki,W175,2022,Allround,175,13,13.2,Single cylinder, four-stroke,5-speed,126,1275,,4100
Kawasaki,W800,2022,Classic,773,47,62.9,V2, four-stroke,5-speed,,1466,790,8900
Kawasaki,Z 250SL ABS,2015,Naked bike,249,32,,Twin, four-stroke,6-speed,,1330,785,3200
Kawasaki,Z 400 ABS,2020,Classic,399,27,38,Twin, four-stroke,5-speed,,1369,785,5500
Kawasaki,Z H2,2022,Naked bike,998,,137,In-line four, four-stroke,6-speed,,1455,831,11800
Kawasaki,Z1000,2021,Naked bike,1043,140,111,In-line four, four-stroke,6-speed,,1435,815,11000
Kawasaki,Z1000SX,2019,Naked bike,1043,140,111,In-line four, four-stroke,,,1435,815,9500
Kawasaki,Z125,2022,Naked bike,125,14.8,11.7,Single cylinder, four-stroke,6-speed,,1330,815,3900
Kawasaki,Z250,2017,Naked bike,249,32,21,Single cylinder, four-stroke,6-speed,,1330,785,3900
Kawasaki,Z250SL,2017,Naked bike,249,28,22.6,Single cylinder, four-stroke,6-speed,,1330,785,3800
Kawasaki,Z300,2017,Naked bike,296,39,27,Twin, four-stroke,6-speed,,1405,785,4300
Kawasaki,Z400,2022,Naked bike,399,45,38,Twin, four-stroke,5-speed,,1369,785,5600
Kawasaki,Z650,2022,Naked bike,649,67.3,65.7,Twin, four-stroke,6-speed,,1410,790,7800
Kawasaki,Z650L,2021,Naked bike,649,50.7,59,Twin, four-stroke,6-speed,,1410,790,7100
Kawasaki,Z650RS,2022,Classic,649,67.3,65.7,Twin, four-stroke,6-speed,,1405,800,8700
Kawasaki,Z800,2017,Naked bike,806,113,83,In-line four, four-stroke,6-speed,,1445,834,7900
Kawasaki,Z900,2022,Naked bike,948,123,99.1,In-line four, four-stroke,6-speed,212,1455,800,10400
Kawasaki,Z900RS,2022,Classic,948,110,98,In-line four, four-stroke,6-speed,,1470,836,9800
Kawasaki,ZRX1200 Daeg,2017,Allround,1164,110,107,In-line four, four-stroke,6-speed,246,1470,790,9600
Kawasaki,ZZR1400,2020,Sport,1441,200,158,In-line four, four-stroke,6-speed,,1480,800,19900
KTM,1050 Adventure,2016,Allround,1050,95,,Twin, four-stroke,6-speed,212,1560,850,8900
KTM,1090 Adventure,2019,Sport touring,1090,123,,V2, four-stroke,,205,1560,850,13000
KTM,1190 Adventure,2016,Allround,1195,150,,V2, four-stroke,6-speed,212,1560,860,10100
KTM,125 Duke,2021,Naked bike,125,15,12,Single cylinder, four-stroke,6-speed,139,1357,830,3800
KTM,125 EXC,2016,Enduro / offroad,124.8,,,Single cylinder, two-stroke,6-speed,94,1471,960,2700
KTM,125 RC PP,2014,Naked bike,125,15,,Single cylinder, four-stroke,6-speed,135,1340,820,2300
KTM,125 SX,2022,Enduro / offroad,124.8,15,,Single cylinder, two-stroke,6-speed,87.5,,950,3700
KTM,125 XC,2022,Enduro / offroad,124.8,15,,Single cylinder, two-stroke,6-speed,89,,850,3600
KTM,125 XC-W,2019,Enduro / offroad,124.8,,,Single cylinder, two-stroke,6-speed,91,1471,960,3200
KTM,1290 Super Adventure,2016,Allround,1301,160,,V2, four-stroke,6-speed,229,1560,860,10600
KTM,1290 Super Duke GT,2022,Naked bike,1301,172,141,V2, four-stroke,6-speed,208,1482,835,13700
KTM,1290 Super Duke R,2021,Naked bike,1301,180,140,V2, four-stroke,6-speed,189,1482,835,12700
KTM,1290 Super Duke RR,2021,Naked bike,1301,177,140,V2, four-stroke,6-speed,180,1482,837,12700
KTM,1290 Superduke PP,2014,Naked bike,1299,180,,V2, four-stroke,6-speed,190,1482,835,8400
KTM,150 EXC TPI,2022,Enduro / offroad,143.7,,,Single cylinder, two-stroke,6-speed,96.8,1471,950,4100
KTM,150 SX,2022,Cross / motocross,144,,,Single cylinder, two-stroke,6-speed,87.5,1485,950,3500
KTM,150 XC,2014,Cross / motocross,143.6,,,Single cylinder, two-stroke,6-speed,94.1,1480,992,2800
KTM,150 XC-W,2019,Enduro / offroad,143.9,,,Single cylinder, two-stroke,6-speed,91.5,1471,960,3100
KTM,200 Duke,2016,Naked bike,199.5,26,,Single cylinder, four-stroke,6-speed,129.5,1361,800,3100
KTM,200 EXC,2016,Enduro / offroad,193,,,Single cylinder, two-stroke,6-speed,99.5,1471,960,3300
KTM,200 XC-W,2014,Enduro / offroad,193,,,Single cylinder, two-stroke,6-speed,99.5,1471,960,3000
KTM,250 Duke,2019,Sport,248.8,29.5,,Single cylinder, two-stroke,5-speed,146,,820,6200
KTM,250 EXC,2017,Enduro / offroad,249,,,Single cylinder, two-stroke,6-speed,100,1482,960,3800
KTM,250 EXC-F,2022,Enduro / offroad,249.9,,,Single cylinder, four-stroke,6-speed,103,1482,960,4400
KTM,250 EXC-TPI SIX Days,2018,Enduro / offroad,249.9,,,Single cylinder, four-stroke,6-speed,103.5,1482,960,3800
KTM,250 SX,2022,Cross / motocross,249,,,Single cylinder, two-stroke,5-speed,95.5,1495,850,4200
KTM,250 SX-F,2022,Cross / motocross,249.9,,,Single cylinder, four-stroke,5-speed,99,1495,950,5200
KTM,250 SXF Prado,2020,Cross / motocross,249.9,,,Single cylinder, four-stroke,5-speed,99,1495,950,4000
KTM,250 XC,2015,Cross / motocross,249,,,Single cylinder, two-stroke,6-speed,103.9,1495,992,3400
KTM,250 XC-F,2022,Enduro / offroad,249.9,,,Single cylinder, four-stroke,6-speed,100,,950,4300
KTM,250 XC-W,2014,Enduro / offroad,249,,,Single cylinder, two-stroke,6-speed,102.1,1482,960,3000
KTM,250 XCF-W,2014,Enduro / offroad,249.9,,,Single cylinder, four-stroke,6-speed,105.5,1482,970,3100
KTM,300 EXC,2017,Enduro / offroad,293,,,Single cylinder, two-stroke,6-speed,100,1482,960,4000
KTM,300 XC,2015,Enduro / offroad,293,,,Single cylinder, two-stroke,6-speed,103.9,1495,992,3900
KTM,300 XC-W,2014,Enduro / offroad,293.2,,45,Single cylinder, two-stroke,6-speed,102.1,1482,960,3500
KTM,350 EXC TPI Erzberg Rodeo,2021,Enduro / offroad,349.7,,,Single cylinder, four-stroke,6-speed,107.8,1482,960,5100
KTM,350 EXC-F,2022,Enduro / offroad,349.7,,,Single cylinder, four-stroke,6-speed,103.8,,960,5500
KTM,350 SX-F,2022,Cross / motocross,349.7,,,Single cylinder, four-stroke,5-speed,99.5,,950,5200
KTM,350 XC-F,2022,Enduro / offroad,349.7,,,Single cylinder, four-stroke,6-speed,100.5,,950,5300
KTM,350 XCF-W,2014,Enduro / offroad,349.7,,,Single cylinder, four-stroke,6-speed,107,1482,970,3300
KTM,390 Adventure,2021,Enduro / offroad,373.2,43,37,Single cylinder, four-stroke,6-speed,158,1430,855,5600
KTM,390 Duke,2021,Naked bike,373,44,37,Single cylinder, four-stroke,6-speed,150,1357,830,5500
KTM,450 EXC,2016,Enduro / offroad,449.3,,,Single cylinder, four-stroke,6-speed,111,1482,970,5100
KTM,450 EXC-F,2022,Enduro / offroad,449.9,,,Single cylinder, four-stroke,6-speed,105.5,1482,960,6800
KTM,450 Rally Factory Replica,2022,Enduro / offroad,449.3,,,Single cylinder, four-stroke,6-speed,139,1482,960,7000
KTM,450 Rally Prototype,2018,Enduro / offroad,449.3,,,Single cylinder, four-stroke,6-speed,107,1482,960,5600
KTM,450 Rally Replica,2022,Enduro / offroad,449.3,,,Single cylinder, four-stroke,6-speed,139,1482,960,6000
KTM,450 SMR,2022,Super motard,449.3,,,Single cylinder, four-stroke,6-speed,105.5,1482,960,7300
KTM,450 SX-F,2022,Cross / motocross,449.3,63,,Single cylinder, four-stroke,5-speed,100.5,1485,950,6800
KTM,450 XC-F,2022,Enduro / offroad,449.3,,,Single cylinder, four-stroke,5-speed,101,1482,950,6000
KTM,450 XC-W,2014,Enduro / offroad,449.3,,,Single cylinder, four-stroke,,111,1482,970,4300
KTM,50 SX,2019,Cross / motocross,49,,,Single cylinder, two-stroke,1-speed,41.5,1032,684,2300
KTM,500 EXC,2016,Enduro / offroad,510.4,,,Single cylinder, four-stroke,6-speed,111.5,1482,970,5500
KTM,500 EXC-F,2022,Enduro / offroad,510.9,,,Single cylinder, four-stroke,6-speed,105.6,1482,960,6800
KTM,500 XC-W,2014,Enduro / offroad,510.4,,,Single cylinder, four-stroke,6-speed,111,1482,970,4300
KTM,500 XCF-W,2022,Enduro / offroad,510.9,,,Single cylinder, four-stroke,6-speed,106.5,1482,950,7100
KTM,65 SX,2019,Cross / motocross,64.9,,,Single cylinder, two-stroke,6-speed,53,1137,750,2800
KTM,690 ABS Duke,2014,Naked bike,690,67.1,,Single cylinder, four-stroke,6-speed,149.5,1466,835,5300
KTM,690 Duke,2019,Naked bike,690,73,74,Single cylinder, four-stroke,6-speed,148.5,1466,835,7900
KTM,790 Adventure,2020,Allround,799,93.9,88,Twin, four-stroke,6-speed,189,1475,850,8900
KTM,790 Duke,2020,Naked bike,799,105,87,Twin, four-stroke,6-speed,169,1475,825,8800
KTM,85 SX,2019,Cross / motocross,84.9,,,Single cylinder, two-stroke,,68,,890,3000
KTM,890 Adventure,2021,Enduro / offroad,889,103,100,Twin, four-stroke,6-speed,196,,850,10100
KTM,890 Duke,2021,Naked bike,889,114,92,Twin, four-stroke,6-speed,169,1476,820,9800
KTM,990 Adventure,2013,Super motard,999,113,,Twin, four-stroke,6-speed,209.5,1570,880,7900
KTM,990 SM R,2013,Super motard,999,114,,Twin, four-stroke,6-speed,192,1505,875,7000
KTM,990 SM T,2013,Super motard,999,114,,V2, four-stroke,6-speed,198,1505,855,8200
KTM,Freeride 250 F,2020,Enduro / offroad,249.9,,,Single cylinder, four-stroke,5-speed,98.5,1485,915,4600
KTM,Freeride 250 R,2017,Enduro / offroad,249,,,Single cylinder, two-stroke,6-speed,92.5,1418,915,3700
KTM,Freeride 350,2017,Enduro / offroad,349.7,,,Single cylinder, four-stroke,6-speed,99.5,1418,915,3900
KTM,Freeride E,2014,Enduro / offroad,,29.5,,Electric,Electric,Automatic,95,1418,910,11800
KTM,Freeride SX-E 5,2017,Cross / motocross,,22,42,Electric,Electric,Automatic,,1418,870,8000
KTM,Freeride E-XC,2022,Enduro / offroad,,12.1,42,Electric,Electric,1-speed,111,1418,910,10000
KTM,RC 125,2022,Sport,125,15,12,Single cylinder, four-stroke,6-speed,147,1340,824,6100
KTM,RC 250,2019,Sport,248.8,30.9,24,Single cylinder, four-stroke,,147,1340,820,6100
KTM,RC 390,2022,Sport,373.2,44,37,Single cylinder, four-stroke,6-speed,155,1340,824,8900
KTM,RC 8C,2022,Sport,889,126,101,Twin, four-stroke,6-speed,140,1476,820,15300
KTM,RC16,2019,Sport,1000,250,,V4, four-stroke,,157,1400,,14300
Kymco,CK1 125,2017,Sport,125,10.3,,Single cylinder, four-stroke,5-speed,122,,780,4800
Kymco,Quannon 125,2016,Sport,124.1,13,9.8,Single cylinder, four-stroke,5-speed,137,1270,800,4300
Kymco,Quannon Naked 125,2016,Naked bike,124.1,13,9.8,Single cylinder, four-stroke,5-speed,132,1355,800,2500
Kymco,Spade 150,2019,Allround,149.4,12.5,10.9,Single cylinder, four-stroke,5-speed,112.8,1199,711,3500
Kymco,Spade 150I,2021,Allround,149.4,12,10.9,Single cylinder, four-stroke,5-speed,115.5,1209,711,3800
Kymco,Zing II 125,2013,Custom / cruiser,124.1,11.5,9.3,Single cylinder, four-stroke,5-speed,152,1450,680,2400
Lifan,Amazing 150,2020,Sport,150,12.7,14.9,Single cylinder, four-stroke,,,1320,800,5500
Lifan,C-MAN3,2020,Custom / cruiser,125,11.1,9.2,Single cylinder, four-stroke,6-speed,125,1310,745,3300
Lifan,Camel 125,2020,Allround,124,11.5,9.2,Single cylinder, four-stroke,5-speed,122,1320,750,3500
Lifan,Camel 150,2020,Sport,149,12.3,11.2,Single cylinder, four-stroke,5-speed,122,1280,785,5600
Lifan,CCR150,2020,Sport,158,12.1,10.9,Single cylinder, four-stroke,5-speed,132,1300,765,6100
Lifan,Csiii,2020,Allround,149.4,11.5,10,Single cylinder, four-stroke,5-speed,120,1280,770,3200
Lifan,Custom V250,2020,Custom / cruiser,248.9,18.1,19,Twin, four-stroke,5-speed,152,1495,670,4600
Lifan,EM150L,2020,Sport,149,12.7,12,Single cylinder, four-stroke,5-speed,128,1320,780,6100
Lifan,Glint 100,2020,Allround,100,7.5,7.7,Single cylinder, four-stroke,4-speed,,1275,810,3000
Lifan,Glow 100,2020,Allround,97,6.7,6.5,Single cylinder, four-stroke,4-speed,120,1320,730,3200
Lifan,Hero 125,2020,Sport,119.7,8.1,8.5,Single cylinder, four-stroke,4-speed,,1260,770,5200
Lifan,Homas 150,2020,Allround,158,12.1,10.9,Single cylinder, four-stroke,5-speed,138,1320,765,3400
Lifan,Huntaway 200,2013,Trial,197,16.1,14.5,Single cylinder, four-stroke,5-speed,,1360,830,2800
Lifan,Hunter 150,2020,Sport,149.4,11.5,9.8,Single cylinder, four-stroke,5-speed,120,1280,785,5700
Lifan,K19,2020,Custom / cruiser,149,13.4,12.8,Single cylinder, four-stroke,6-speed,160,1500,710,3800
Lifan,KP Mini,2020,Super motard,149,13,12,Single cylinder, four-stroke,5-speed,109.8,,729,3800
Lifan,KP-200,2020,Sport,198,17,16.9,Single cylinder, four-stroke,6-speed,144.7,,775,6100
Lifan,KP150,2020,Sport,149,13.1,13,Single cylinder, four-stroke,5-speed,138,1330,775,5400
Lifan,KP150F,2020,Sport,149,12.7,12,Single cylinder, four-stroke,5-speed,134,1330,775,5700
Lifan,KP200,2020,Sport,198,16.8,17,Single cylinder, four-stroke,5-speed,,1330,775,5900
Lifan,KP250,2020,Trial,249,19.4,22,Single cylinder, four-stroke,,154,1405,790,4500
Lifan,KP350,2020,Naked bike,349.5,26.8,24,Twin, four-stroke,Automatic,187,1410,790,5300
Lifan,KPM 200,2021,Sport,198,17,16.9,Single cylinder, four-stroke,6-speed,151.1,,780,6500
Lifan,KPM-200,2020,Sport,198,17,17,Single cylinder, four-stroke,6-speed,144.7,1340,775,5600
Lifan,KPR 200,2020,Sport,198,17,16.9,Single cylinder, four-stroke,6-speed,149.7,1331,775,6500
Lifan,KPR150,2020,Sport,158,14.1,14,Single cylinder, four-stroke,5-speed,150,1330,775,5600
Lifan,KPS200,2020,Naked bike,198,16.8,17,Single cylinder, four-stroke,6-speed,150,1340,775,4200
Lifan,KPT200,2020,Naked bike,198,16.8,17,Single cylinder, four-stroke,5-speed,,1340,790,4100
Lifan,KPT450,2020,Allround,450,,,Single cylinder, four-stroke,6-speed,210,1465,805,5300
Lifan,LF 200 GS Sport,2013,Sport,197,16.8,17,Single cylinder, four-stroke,5-speed,,1300,780,4400
Lifan,LF 250-B,2013,Custom / cruiser,248,,,V2, four-stroke,5-speed,136,1495,700,2700
Lifan,LF 250B Delta,2013,Custom / cruiser,248,,,V2, four-stroke,5-speed,137,,700,2900
Lifan,LF 400 V-Twin,2013,Custom / cruiser,399,,,V2, four-stroke,5-speed,175,,700,4000
Lifan,Lycan,2020,Custom / cruiser,249,19,19,Twin, four-stroke,5-speed,,,701,4200
Lifan,Road BAR 150,2020,Sport,158,12.1,10.9,Single cylinder, four-stroke,5-speed,128,1280,780,5800
Lifan,Royal 250,2017,Custom / cruiser,248.9,18.4,19,V2, four-stroke,5-speed,152,1494,671,3900
Lifan,SS2,2020,Sport,223,16.8,16.5,Single cylinder, four-stroke,5-speed,,1330,770,6600
Lifan,SS3,2020,Sport,149,12.3,15.6,Single cylinder, four-stroke,,150,1350,775,5600
Lifan,V16,2020,Allround,249,18.8,19,V2, four-stroke,5-speed,165,1520,700,4600
Lifan,X-PECT,2020,Enduro / offroad,197,14,13.8,Single cylinder, four-stroke,5-speed,129.7,1346,831,3700
Motomel,Blitz 110 Tunning,2020,Sport,110,7.1,,Single cylinder, four-stroke,,99,,,5300
Motomel,Blitz 110 V8,2020,Sport,110,7,,Single cylinder, four-stroke,,99,,,4700
Motomel,Custom Dresser 250,2020,Allround,233,16.2,,Twin, four-stroke,,168,1455,,3800
Motomel,DLX Deluxe,2020,Sport,108,8,,Single cylinder, four-stroke,,90,,,5200
Motomel,S2 150,2020,Sport,149.5,13.4,,Single cylinder, four-stroke,,115,,,5700
Motomel,S3 150,2020,Sport,149.5,13.4,,Single cylinder, four-stroke,,115,,,5300
Motomel,S6 250,2020,Naked bike,250,23,,Single cylinder, four-stroke,,130,,,4100
Motomel,Sirius 150,2020,Naked bike,149.5,10.6,,Single cylinder, four-stroke,,119,,,3800
Motomel,Sirius 190,2022,Naked bike,198.8,15,,Single cylinder, four-stroke,,128,,,4700
Motomel,Sirius 250,2020,Naked bike,250,16.8,,Single cylinder, four-stroke,,130,,770,4300
Motomel,Skua 125 Xtreme,2020,Enduro / offroad,124,10.5,,Single cylinder, four-stroke,,115,,,3000
Motomel,Skua 150 V6,2020,Enduro / offroad,150,11.4,,Single cylinder, four-stroke,,122.5,,,3700
Motomel,Skua 200 V6,2020,Enduro / offroad,196,13.8,,Single cylinder, four-stroke,,122.5,,,4100
Motomel,XMM 250,2021,Enduro / offroad,223.4,16,,Single cylinder, four-stroke,5-speed,146,,,4000
Moto Guzzi,Audace,2020,Naked bike,1380,96,121,V2, four-stroke,6-speed,,1695,740,14300
Moto Guzzi,California 1400 Custom,2017,Custom / cruiser,1380,95,120,V2, four-stroke,6-speed,,1685,740,10800
Moto Guzzi,California 1400 Touring,2020,Touring,1380,96,121,V2, four-stroke,6-speed,326,1685,740,18200
Moto Guzzi,Eldorado,2020,Allround,1380,96,121,V2, four-stroke,6-speed,,1695,740,11800
Moto Guzzi,MGX-21,2020,Custom / cruiser,1380,96.6,121,V2, four-stroke,6-speed,,1700,740,13900
Moto Guzzi,Nevada,2015,Custom / cruiser,744,47.6,54.7,V2, four-stroke,5-speed,,1467,752,6700
Moto Guzzi,Norge GT 8V,2017,Sport touring,1151,102,104,V2, four-stroke,6-speed,257,1495,810,11900
Moto Guzzi,V100 Mandello,2022,Sport,1042,115,105,V2, four-stroke,6-speed,,,803,19600
Moto Guzzi,V7 II Racer,2015,Classic,744,49.6,57.9,V2, four-stroke,5-speed,,1449,780,6100
